run_id,benchmark,topology,num_agents,num_events,num_claim_nodes,num_claim_edges,num_agent_edges,num_root_claims,num_final_claims,num_placeholder_claims,max_out_degree,max_in_degree,max_claim_depth,mean_claim_depth
GAIA__tree__n128__s0__5188369a-3bbe-43d8-8b94-11558f909a08,GAIA,tree,128,128,128,126,125,64,1,1,1,2,7,5.063
GAIA__tree__n128__s0__676e5e31-a554-4acc-9286-b60d90a92d26,GAIA,tree,128,128,128,127,127,64,1,0,1,2,7,5.07
GAIA__tree__n128__s0__bec74516-02fc-48dc-b202-55e78d0e17cf,GAIA,tree,128,128,128,126,125,64,1,1,1,2,7,5.063
GAIA__tree__n128__s0__e8cb5b03-41e0-4086-99e5-f6806cd97211,GAIA,tree,128,128,128,126,125,64,1,1,1,2,7,5.063
GAIA__tree__n128__s1__04a04a9b-226c-43fd-b319-d5e89743676f,GAIA,tree,128,128,128,127,127,64,1,0,1,2,7,5.07
GAIA__tree__n128__s1__5188369a-3bbe-43d8-8b94-11558f909a08,GAIA,tree,128,128,128,126,125,64,1,1,1,2,7,5.063
GAIA__tree__n128__s1__676e5e31-a554-4acc-9286-b60d90a92d26,GAIA,tree,128,128,128,127,127,64,1,0,1,2,7,5.07
GAIA__tree__n128__s1__bec74516-02fc-48dc-b202-55e78d0e17cf,GAIA,tree,128,128,128,127,127,64,1,0,1,2,7,5.07
GAIA__tree__n128__s1__e8cb5b03-41e0-4086-99e5-f6806cd97211,GAIA,tree,128,128,128,126,125,64,1,1,1,2,7,5.063
GAIA__tree__n128__s2__04a04a9b-226c-43fd-b319-d5e89743676f,GAIA,tree,128,128,128,127,127,64,1,0,1,2,7,5.07
GAIA__tree__n128__s2__5188369a-3bbe-43d8-8b94-11558f909a08,GAIA,tree,128,128,128,127,127,64,1,0,1,2,7,5.07
GAIA__tree__n128__s2__676e5e31-a554-4acc-9286-b60d90a92d26,GAIA,tree,128,128,128,127,127,64,1,0,1,2,7,5.07
GAIA__tree__n128__s2__bec74516-02fc-48dc-b202-55e78d0e17cf,GAIA,tree,128,128,128,127,127,64,1,0,1,2,7,5.07
GAIA__tree__n128__s2__e8cb5b03-41e0-4086-99e5-f6806cd97211,GAIA,tree,128,128,128,126,125,64,1,1,1,2,7,5.063
GAIA__tree__n16__s0__04a04a9b-226c-43fd-b319-d5e89743676f,GAIA,tree,16,16,16,15,15,8,1,0,1,2,4,2.375
GAIA__tree__n16__s0__5188369a-3bbe-43d8-8b94-11558f909a08,GAIA,tree,16,16,16,14,13,8,1,1,1,2,4,2.333
GAIA__tree__n16__s0__676e5e31-a554-4acc-9286-b60d90a92d26,GAIA,tree,16,16,16,15,15,8,1,0,1,2,4,2.375
GAIA__tree__n16__s0__bec74516-02fc-48dc-b202-55e78d0e17cf,GAIA,tree,16,16,16,15,15,8,1,0,1,2,4,2.375
GAIA__tree__n16__s0__e8cb5b03-41e0-4086-99e5-f6806cd97211,GAIA,tree,16,16,16,14,13,8,1,1,1,2,4,2.333
GAIA__tree__n16__s1__04a04a9b-226c-43fd-b319-d5e89743676f,GAIA,tree,16,16,16,14,13,8,1,1,1,2,4,2.333
GAIA__tree__n16__s1__5188369a-3bbe-43d8-8b94-11558f909a08,GAIA,tree,16,16,16,15,15,8,1,0,1,2,4,2.375
GAIA__tree__n16__s1__676e5e31-a554-4acc-9286-b60d90a92d26,GAIA,tree,16,16,16,15,15,8,1,0,1,2,4,2.375
GAIA__tree__n16__s1__bec74516-02fc-48dc-b202-55e78d0e17cf,GAIA,tree,16,16,16,15,15,8,1,0,1,2,4,2.375
GAIA__tree__n16__s1__e8cb5b03-41e0-4086-99e5-f6806cd97211,GAIA,tree,16,16,16,14,13,8,1,1,1,2,4,2.333
GAIA__tree__n16__s2__04a04a9b-226c-43fd-b319-d5e89743676f,GAIA,tree,16,16,16,15,15,8,1,0,1,2,4,2.375
GAIA__tree__n16__s2__5188369a-3bbe-43d8-8b94-11558f909a08,GAIA,tree,16,16,16,14,13,8,1,1,1,2,4,2.333
GAIA__tree__n16__s2__676e5e31-a554-4acc-9286-b60d90a92d26,GAIA,tree,16,16,16,15,15,8,1,0,1,2,4,2.375
GAIA__tree__n16__s2__bec74516-02fc-48dc-b202-55e78d0e17cf,GAIA,tree,16,16,16,15,15,8,1,0,1,2,4,2.375
GAIA__tree__n16__s2__e8cb5b03-41e0-4086-99e5-f6806cd97211,GAIA,tree,16,16,16,14,13,8,1,1,1,2,4,2.333
GAIA__tree__n32__s0__04a04a9b-226c-43fd-b319-d5e89743676f,GAIA,tree,32,32,32,31,31,16,1,0,1,2,5,3.219
GAIA__tree__n32__s0__5188369a-3bbe-43d8-8b94-11558f909a08,GAIA,tree,32,32,32,30,29,16,1,1,1,2,5,3.194
GAIA__tree__n32__s0__676e5e31-a554-4acc-9286-b60d90a92d26,GAIA,tree,32,32,32,31,31,16,1,0,1,2,5,3.219
GAIA__tree__n32__s0__bec74516-02fc-48dc-b202-55e78d0e17cf,GAIA,tree,32,32,32,31,31,16,1,0,1,2,5,3.219
GAIA__tree__n32__s0__e8cb5b03-41e0-4086-99e5-f6806cd97211,GAIA,tree,32,32,32,30,29,16,1,1,1,2,5,3.194
GAIA__tree__n32__s1__04a04a9b-226c-43fd-b319-d5e89743676f,GAIA,tree,32,32,32,31,31,16,1,0,1,2,5,3.219
GAIA__tree__n32__s1__5188369a-3bbe-43d8-8b94-11558f909a08,GAIA,tree,32,32,32,30,29,16,1,1,1,2,5,3.194
GAIA__tree__n32__s1__676e5e31-a554-4acc-9286-b60d90a92d26,GAIA,tree,32,32,32,31,31,16,1,0,1,2,5,3.219
GAIA__tree__n32__s1__bec74516-02fc-48dc-b202-55e78d0e17cf,GAIA,tree,32,32,32,31,31,16,1,0,1,2,5,3.219
GAIA__tree__n32__s1__e8cb5b03-41e0-4086-99e5-f6806cd97211,GAIA,tree,32,32,32,30,29,16,1,1,1,2,5,3.194
GAIA__tree__n32__s2__04a04a9b-226c-43fd-b319-d5e89743676f,GAIA,tree,32,32,32,30,29,16,1,1,1,2,5,3.194
GAIA__tree__n32__s2__5188369a-3bbe-43d8-8b94-11558f909a08,GAIA,tree,32,32,32,30,29,16,1,1,1,2,5,3.194
GAIA__tree__n32__s2__676e5e31-a554-4acc-9286-b60d90a92d26,GAIA,tree,32,32,32,31,31,16,1,0,1,2,5,3.219
GAIA__tree__n32__s2__bec74516-02fc-48dc-b202-55e78d0e17cf,GAIA,tree,32,32,32,31,31,16,1,0,1,2,5,3.219
GAIA__tree__n32__s2__e8cb5b03-41e0-4086-99e5-f6806cd97211,GAIA,tree,32,32,32,30,29,16,1,1,1,2,5,3.194
GAIA__tree__n64__s0__04a04a9b-226c-43fd-b319-d5e89743676f,GAIA,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
GAIA__tree__n64__s0__5188369a-3bbe-43d8-8b94-11558f909a08,GAIA,tree,64,64,64,62,61,32,1,1,1,2,6,4.111
GAIA__tree__n64__s0__676e5e31-a554-4acc-9286-b60d90a92d26,GAIA,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
GAIA__tree__n64__s0__bec74516-02fc-48dc-b202-55e78d0e17cf,GAIA,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
GAIA__tree__n64__s0__e8cb5b03-41e0-4086-99e5-f6806cd97211,GAIA,tree,64,64,64,62,61,32,1,1,1,2,6,4.111
GAIA__tree__n64__s1__04a04a9b-226c-43fd-b319-d5e89743676f,GAIA,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
GAIA__tree__n64__s1__5188369a-3bbe-43d8-8b94-11558f909a08,GAIA,tree,64,64,64,62,61,32,1,1,1,2,6,4.111
GAIA__tree__n64__s1__676e5e31-a554-4acc-9286-b60d90a92d26,GAIA,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
GAIA__tree__n64__s1__bec74516-02fc-48dc-b202-55e78d0e17cf,GAIA,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
GAIA__tree__n64__s1__e8cb5b03-41e0-4086-99e5-f6806cd97211,GAIA,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
GAIA__tree__n64__s2__04a04a9b-226c-43fd-b319-d5e89743676f,GAIA,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
GAIA__tree__n64__s2__5188369a-3bbe-43d8-8b94-11558f909a08,GAIA,tree,64,64,64,62,61,32,1,1,1,2,6,4.111
GAIA__tree__n64__s2__676e5e31-a554-4acc-9286-b60d90a92d26,GAIA,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
GAIA__tree__n64__s2__bec74516-02fc-48dc-b202-55e78d0e17cf,GAIA,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
GAIA__tree__n64__s2__e8cb5b03-41e0-4086-99e5-f6806cd97211,GAIA,tree,64,64,64,62,61,32,1,1,1,2,6,4.111
GAIA__tree__n8__s0__04a04a9b-226c-43fd-b319-d5e89743676f,GAIA,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
GAIA__tree__n8__s0__5188369a-3bbe-43d8-8b94-11558f909a08,GAIA,tree,8,8,8,6,5,4,1,1,1,2,3,1.571
GAIA__tree__n8__s0__676e5e31-a554-4acc-9286-b60d90a92d26,GAIA,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
GAIA__tree__n8__s0__bec74516-02fc-48dc-b202-55e78d0e17cf,GAIA,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
GAIA__tree__n8__s0__e8cb5b03-41e0-4086-99e5-f6806cd97211,GAIA,tree,8,8,8,6,5,4,1,1,1,2,3,1.571
GAIA__tree__n8__s1__04a04a9b-226c-43fd-b319-d5e89743676f,GAIA,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
GAIA__tree__n8__s1__5188369a-3bbe-43d8-8b94-11558f909a08,GAIA,tree,8,8,8,6,5,4,1,1,1,2,3,1.571
GAIA__tree__n8__s1__676e5e31-a554-4acc-9286-b60d90a92d26,GAIA,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
GAIA__tree__n8__s1__bec74516-02fc-48dc-b202-55e78d0e17cf,GAIA,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
GAIA__tree__n8__s1__e8cb5b03-41e0-4086-99e5-f6806cd97211,GAIA,tree,8,8,8,6,5,4,1,1,1,2,3,1.571
GAIA__tree__n8__s2__04a04a9b-226c-43fd-b319-d5e89743676f,GAIA,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
GAIA__tree__n8__s2__5188369a-3bbe-43d8-8b94-11558f909a08,GAIA,tree,8,8,8,6,5,4,1,1,1,2,3,1.571
GAIA__tree__n8__s2__676e5e31-a554-4acc-9286-b60d90a92d26,GAIA,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
GAIA__tree__n8__s2__bec74516-02fc-48dc-b202-55e78d0e17cf,GAIA,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
GAIA__tree__n8__s2__e8cb5b03-41e0-4086-99e5-f6806cd97211,GAIA,tree,8,8,8,6,5,4,1,1,1,2,3,1.571
MARBLE__chain__n128__s0__19,MARBLE,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n128__s0__25,MARBLE,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n128__s0__26,MARBLE,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n128__s0__3,MARBLE,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n128__s0__33,MARBLE,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n128__s1__19,MARBLE,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n128__s1__25,MARBLE,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n128__s1__26,MARBLE,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n128__s1__3,MARBLE,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n128__s1__33,MARBLE,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n128__s2__19,MARBLE,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n128__s2__25,MARBLE,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n128__s2__26,MARBLE,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n128__s2__3,MARBLE,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n128__s2__33,MARBLE,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n16__s0__19,MARBLE,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n16__s0__25,MARBLE,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n16__s0__26,MARBLE,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n16__s0__3,MARBLE,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n16__s0__33,MARBLE,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n16__s1__19,MARBLE,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n16__s1__25,MARBLE,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n16__s1__26,MARBLE,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n16__s1__3,MARBLE,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n16__s1__33,MARBLE,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n16__s2__19,MARBLE,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n16__s2__25,MARBLE,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n16__s2__26,MARBLE,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n16__s2__3,MARBLE,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n16__s2__33,MARBLE,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n32__s0__19,MARBLE,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n32__s0__25,MARBLE,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n32__s0__26,MARBLE,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n32__s0__3,MARBLE,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n32__s0__33,MARBLE,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n32__s1__19,MARBLE,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n32__s1__25,MARBLE,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n32__s1__26,MARBLE,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n32__s1__3,MARBLE,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n32__s1__33,MARBLE,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n32__s2__19,MARBLE,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n32__s2__25,MARBLE,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n32__s2__26,MARBLE,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n32__s2__3,MARBLE,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n32__s2__33,MARBLE,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n64__s0__19,MARBLE,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n64__s0__25,MARBLE,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n64__s0__26,MARBLE,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n64__s0__3,MARBLE,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n64__s0__33,MARBLE,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n64__s1__19,MARBLE,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n64__s1__25,MARBLE,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n64__s1__26,MARBLE,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n64__s1__3,MARBLE,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n64__s1__33,MARBLE,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n64__s2__19,MARBLE,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n64__s2__25,MARBLE,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n64__s2__26,MARBLE,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n64__s2__3,MARBLE,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n64__s2__33,MARBLE,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n8__s0__19,MARBLE,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n8__s0__25,MARBLE,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n8__s0__26,MARBLE,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n8__s0__3,MARBLE,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n8__s0__33,MARBLE,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n8__s1__19,MARBLE,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n8__s1__25,MARBLE,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n8__s1__26,MARBLE,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n8__s1__3,MARBLE,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n8__s1__33,MARBLE,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n8__s2__19,MARBLE,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n8__s2__25,MARBLE,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n8__s2__26,MARBLE,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n8__s2__3,MARBLE,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
MARBLE__chain__n8__s2__33,MARBLE,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
MARBLE__dynamic_reputation__n128__s0__19,MARBLE,dynamic_reputation,128,184,184,141,138,128,1,0,5,32,5,0.761
MARBLE__dynamic_reputation__n128__s0__25,MARBLE,dynamic_reputation,128,184,184,141,138,128,1,0,5,32,5,0.761
MARBLE__dynamic_reputation__n128__s0__26,MARBLE,dynamic_reputation,128,184,184,141,138,128,1,0,5,32,5,0.761
MARBLE__dynamic_reputation__n128__s0__3,MARBLE,dynamic_reputation,128,184,184,141,138,128,1,0,5,32,5,0.761
MARBLE__dynamic_reputation__n128__s0__33,MARBLE,dynamic_reputation,128,184,184,141,138,128,1,0,5,32,5,0.761
MARBLE__dynamic_reputation__n128__s1__19,MARBLE,dynamic_reputation,128,185,185,144,142,128,1,0,5,32,5,0.789
MARBLE__dynamic_reputation__n128__s1__25,MARBLE,dynamic_reputation,128,185,185,144,142,128,1,0,5,32,5,0.789
MARBLE__dynamic_reputation__n128__s1__26,MARBLE,dynamic_reputation,128,185,185,144,142,128,1,0,5,32,5,0.789
MARBLE__dynamic_reputation__n128__s1__3,MARBLE,dynamic_reputation,128,185,185,144,142,128,1,0,5,32,5,0.789
MARBLE__dynamic_reputation__n128__s1__33,MARBLE,dynamic_reputation,128,185,185,144,142,128,1,0,5,32,5,0.789
MARBLE__dynamic_reputation__n128__s2__19,MARBLE,dynamic_reputation,128,190,190,152,151,128,1,0,9,32,5,0.837
MARBLE__dynamic_reputation__n128__s2__25,MARBLE,dynamic_reputation,128,190,190,152,151,128,1,0,9,32,5,0.837
MARBLE__dynamic_reputation__n128__s2__26,MARBLE,dynamic_reputation,128,190,190,152,151,128,1,0,9,32,5,0.837
MARBLE__dynamic_reputation__n128__s2__3,MARBLE,dynamic_reputation,128,190,190,152,151,128,1,0,9,32,5,0.837
MARBLE__dynamic_reputation__n128__s2__33,MARBLE,dynamic_reputation,128,190,190,152,151,128,1,0,9,32,5,0.837
MARBLE__dynamic_reputation__n16__s0__19,MARBLE,dynamic_reputation,16,44,44,55,46,16,1,0,8,4,5,1.705
MARBLE__dynamic_reputation__n16__s0__25,MARBLE,dynamic_reputation,16,44,44,55,46,16,1,0,8,4,5,1.705
MARBLE__dynamic_reputation__n16__s0__26,MARBLE,dynamic_reputation,16,44,44,55,46,16,1,0,8,4,5,1.705
MARBLE__dynamic_reputation__n16__s0__3,MARBLE,dynamic_reputation,16,44,44,55,46,16,1,0,8,4,5,1.705
MARBLE__dynamic_reputation__n16__s0__33,MARBLE,dynamic_reputation,16,44,44,55,46,16,1,0,8,4,5,1.705
MARBLE__dynamic_reputation__n16__s1__19,MARBLE,dynamic_reputation,16,43,43,54,41,16,1,0,10,4,5,1.651
MARBLE__dynamic_reputation__n16__s1__25,MARBLE,dynamic_reputation,16,43,43,54,41,16,1,0,10,4,5,1.651
MARBLE__dynamic_reputation__n16__s1__26,MARBLE,dynamic_reputation,16,43,43,54,41,16,1,0,10,4,5,1.651
MARBLE__dynamic_reputation__n16__s1__3,MARBLE,dynamic_reputation,16,43,43,54,41,16,1,0,10,4,5,1.651
MARBLE__dynamic_reputation__n16__s1__33,MARBLE,dynamic_reputation,16,43,43,54,41,16,1,0,10,4,5,1.651
MARBLE__dynamic_reputation__n16__s2__19,MARBLE,dynamic_reputation,16,43,43,53,40,16,1,0,5,4,5,1.628
MARBLE__dynamic_reputation__n16__s2__25,MARBLE,dynamic_reputation,16,43,43,53,40,16,1,0,5,4,5,1.628
MARBLE__dynamic_reputation__n16__s2__26,MARBLE,dynamic_reputation,16,43,43,53,40,16,1,0,5,4,5,1.628
MARBLE__dynamic_reputation__n16__s2__3,MARBLE,dynamic_reputation,16,43,43,53,40,16,1,0,5,4,5,1.628
MARBLE__dynamic_reputation__n16__s2__33,MARBLE,dynamic_reputation,16,43,43,53,40,16,1,0,5,4,5,1.628
MARBLE__dynamic_reputation__n32__s0__19,MARBLE,dynamic_reputation,32,70,70,77,66,32,1,0,5,8,5,1.343
MARBLE__dynamic_reputation__n32__s0__25,MARBLE,dynamic_reputation,32,70,70,77,66,32,1,0,5,8,5,1.343
MARBLE__dynamic_reputation__n32__s0__26,MARBLE,dynamic_reputation,32,70,70,77,66,32,1,0,5,8,5,1.343
MARBLE__dynamic_reputation__n32__s0__3,MARBLE,dynamic_reputation,32,70,70,77,66,32,1,0,5,8,5,1.343
MARBLE__dynamic_reputation__n32__s0__33,MARBLE,dynamic_reputation,32,70,70,77,66,32,1,0,5,8,5,1.343
MARBLE__dynamic_reputation__n32__s1__19,MARBLE,dynamic_reputation,32,72,72,83,76,32,1,0,6,8,5,1.444
MARBLE__dynamic_reputation__n32__s1__25,MARBLE,dynamic_reputation,32,72,72,83,76,32,1,0,6,8,5,1.444
MARBLE__dynamic_reputation__n32__s1__26,MARBLE,dynamic_reputation,32,72,72,83,76,32,1,0,6,8,5,1.444
MARBLE__dynamic_reputation__n32__s1__3,MARBLE,dynamic_reputation,32,72,72,83,76,32,1,0,6,8,5,1.444
MARBLE__dynamic_reputation__n32__s1__33,MARBLE,dynamic_reputation,32,72,72,83,76,32,1,0,6,8,5,1.444
MARBLE__dynamic_reputation__n32__s2__19,MARBLE,dynamic_reputation,32,70,70,82,77,32,1,0,6,8,5,1.457
MARBLE__dynamic_reputation__n32__s2__25,MARBLE,dynamic_reputation,32,70,70,82,77,32,1,0,6,8,5,1.457
MARBLE__dynamic_reputation__n32__s2__26,MARBLE,dynamic_reputation,32,70,70,82,77,32,1,0,6,8,5,1.457
MARBLE__dynamic_reputation__n32__s2__3,MARBLE,dynamic_reputation,32,70,70,82,77,32,1,0,6,8,5,1.457
MARBLE__dynamic_reputation__n32__s2__33,MARBLE,dynamic_reputation,32,70,70,82,77,32,1,0,6,8,5,1.457
MARBLE__dynamic_reputation__n64__s0__19,MARBLE,dynamic_reputation,64,116,116,117,115,64,1,0,7,16,5,1.138
MARBLE__dynamic_reputation__n64__s0__25,MARBLE,dynamic_reputation,64,116,116,117,115,64,1,0,7,16,5,1.138
MARBLE__dynamic_reputation__n64__s0__26,MARBLE,dynamic_reputation,64,116,116,117,115,64,1,0,7,16,5,1.138
MARBLE__dynamic_reputation__n64__s0__3,MARBLE,dynamic_reputation,64,116,116,117,115,64,1,0,7,16,5,1.138
MARBLE__dynamic_reputation__n64__s0__33,MARBLE,dynamic_reputation,64,116,116,117,115,64,1,0,7,16,5,1.138
MARBLE__dynamic_reputation__n64__s1__19,MARBLE,dynamic_reputation,64,113,113,112,107,64,1,0,8,16,5,1.071
MARBLE__dynamic_reputation__n64__s1__25,MARBLE,dynamic_reputation,64,113,113,112,107,64,1,0,8,16,5,1.071
MARBLE__dynamic_reputation__n64__s1__26,MARBLE,dynamic_reputation,64,113,113,112,107,64,1,0,8,16,5,1.071
MARBLE__dynamic_reputation__n64__s1__3,MARBLE,dynamic_reputation,64,113,113,112,107,64,1,0,8,16,5,1.071
MARBLE__dynamic_reputation__n64__s1__33,MARBLE,dynamic_reputation,64,113,113,112,107,64,1,0,8,16,5,1.071
MARBLE__dynamic_reputation__n64__s2__19,MARBLE,dynamic_reputation,64,113,113,112,106,64,1,0,7,16,5,1.088
MARBLE__dynamic_reputation__n64__s2__25,MARBLE,dynamic_reputation,64,113,113,112,106,64,1,0,7,16,5,1.088
MARBLE__dynamic_reputation__n64__s2__26,MARBLE,dynamic_reputation,64,113,113,112,106,64,1,0,7,16,5,1.088
MARBLE__dynamic_reputation__n64__s2__3,MARBLE,dynamic_reputation,64,113,113,112,106,64,1,0,7,16,5,1.088
MARBLE__dynamic_reputation__n64__s2__33,MARBLE,dynamic_reputation,64,113,113,112,106,64,1,0,7,16,5,1.088
MARBLE__dynamic_reputation__n8__s0__19,MARBLE,dynamic_reputation,8,41,41,62,35,8,1,0,7,2,5,2.073
MARBLE__dynamic_reputation__n8__s0__25,MARBLE,dynamic_reputation,8,41,41,62,35,8,1,0,7,2,5,2.073
MARBLE__dynamic_reputation__n8__s0__26,MARBLE,dynamic_reputation,8,41,41,62,35,8,1,0,7,2,5,2.073
MARBLE__dynamic_reputation__n8__s0__3,MARBLE,dynamic_reputation,8,41,41,62,35,8,1,0,7,2,5,2.073
MARBLE__dynamic_reputation__n8__s0__33,MARBLE,dynamic_reputation,8,41,41,62,35,8,1,0,7,2,5,2.073
MARBLE__dynamic_reputation__n8__s1__19,MARBLE,dynamic_reputation,8,41,41,57,36,8,1,0,9,2,5,2.073
MARBLE__dynamic_reputation__n8__s1__25,MARBLE,dynamic_reputation,8,41,41,57,36,8,1,0,9,2,5,2.073
MARBLE__dynamic_reputation__n8__s1__26,MARBLE,dynamic_reputation,8,41,41,57,36,8,1,0,9,2,5,2.073
MARBLE__dynamic_reputation__n8__s1__3,MARBLE,dynamic_reputation,8,41,41,57,36,8,1,0,9,2,5,2.073
MARBLE__dynamic_reputation__n8__s1__33,MARBLE,dynamic_reputation,8,41,41,57,36,8,1,0,9,2,5,2.073
MARBLE__dynamic_reputation__n8__s2__19,MARBLE,dynamic_reputation,8,41,41,65,39,8,1,0,6,2,5,2.073
