run_id,benchmark,topology,num_agents,num_events,num_claim_nodes,num_claim_edges,num_agent_edges,num_root_claims,num_final_claims,num_placeholder_claims,max_out_degree,max_in_degree,max_claim_depth,mean_claim_depth
MARBLE__tree__n64__s1__26,MARBLE,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
MARBLE__tree__n64__s1__3,MARBLE,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
MARBLE__tree__n64__s1__33,MARBLE,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
MARBLE__tree__n64__s2__19,MARBLE,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
MARBLE__tree__n64__s2__25,MARBLE,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
MARBLE__tree__n64__s2__26,MARBLE,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
MARBLE__tree__n64__s2__3,MARBLE,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
MARBLE__tree__n64__s2__33,MARBLE,tree,64,64,64,63,63,32,1,0,1,2,6,4.125
MARBLE__tree__n8__s0__19,MARBLE,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
MARBLE__tree__n8__s0__25,MARBLE,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
MARBLE__tree__n8__s0__26,MARBLE,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
MARBLE__tree__n8__s0__3,MARBLE,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
MARBLE__tree__n8__s0__33,MARBLE,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
MARBLE__tree__n8__s1__19,MARBLE,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
MARBLE__tree__n8__s1__25,MARBLE,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
MARBLE__tree__n8__s1__26,MARBLE,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
MARBLE__tree__n8__s1__3,MARBLE,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
MARBLE__tree__n8__s1__33,MARBLE,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
MARBLE__tree__n8__s2__19,MARBLE,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
MARBLE__tree__n8__s2__25,MARBLE,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
MARBLE__tree__n8__s2__26,MARBLE,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
MARBLE__tree__n8__s2__3,MARBLE,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
MARBLE__tree__n8__s2__33,MARBLE,tree,8,8,8,7,7,4,1,0,1,2,3,1.625
REALM__chain__n128__s0__cscmax_20_15_5_disrupted,REALM,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n128__s0__cscmax_20_15_8_disrupted,REALM,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n128__s0__cscmax_30_20_6_disrupted,REALM,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n128__s0__cscmax_50_15_8_disrupted,REALM,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n128__s0__rcmax_20_20_4_disrupted,REALM,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n128__s1__cscmax_20_15_5_disrupted,REALM,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n128__s1__cscmax_20_15_8_disrupted,REALM,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n128__s1__cscmax_30_20_6_disrupted,REALM,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n128__s1__cscmax_50_15_8_disrupted,REALM,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n128__s1__rcmax_20_20_4_disrupted,REALM,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n128__s2__cscmax_20_15_5_disrupted,REALM,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n128__s2__cscmax_20_15_8_disrupted,REALM,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n128__s2__cscmax_30_20_6_disrupted,REALM,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n128__s2__cscmax_50_15_8_disrupted,REALM,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n128__s2__rcmax_20_20_4_disrupted,REALM,chain,128,128,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n16__s0__cscmax_20_15_5_disrupted,REALM,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n16__s0__cscmax_20_15_8_disrupted,REALM,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n16__s0__cscmax_30_20_6_disrupted,REALM,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n16__s0__cscmax_50_15_8_disrupted,REALM,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n16__s0__rcmax_20_20_4_disrupted,REALM,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n16__s1__cscmax_20_15_5_disrupted,REALM,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n16__s1__cscmax_20_15_8_disrupted,REALM,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n16__s1__cscmax_30_20_6_disrupted,REALM,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n16__s1__cscmax_50_15_8_disrupted,REALM,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n16__s1__rcmax_20_20_4_disrupted,REALM,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n16__s2__cscmax_20_15_5_disrupted,REALM,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n16__s2__cscmax_20_15_8_disrupted,REALM,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n16__s2__cscmax_30_20_6_disrupted,REALM,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n16__s2__cscmax_50_15_8_disrupted,REALM,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n16__s2__rcmax_20_20_4_disrupted,REALM,chain,16,16,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n32__s0__cscmax_20_15_5_disrupted,REALM,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n32__s0__cscmax_20_15_8_disrupted,REALM,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n32__s0__cscmax_30_20_6_disrupted,REALM,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n32__s0__cscmax_50_15_8_disrupted,REALM,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n32__s0__rcmax_20_20_4_disrupted,REALM,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n32__s1__cscmax_20_15_5_disrupted,REALM,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n32__s1__cscmax_20_15_8_disrupted,REALM,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n32__s1__cscmax_30_20_6_disrupted,REALM,chain,32,32,2,1,1,1,0,0,1,1,1,0.5
REALM__chain__n32__s1__cscmax_50_15_8_disrupted,REALM,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n32__s1__rcmax_20_20_4_disrupted,REALM,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n32__s2__cscmax_20_15_5_disrupted,REALM,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n32__s2__cscmax_20_15_8_disrupted,REALM,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n32__s2__cscmax_30_20_6_disrupted,REALM,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n32__s2__cscmax_50_15_8_disrupted,REALM,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n32__s2__rcmax_20_20_4_disrupted,REALM,chain,32,32,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n64__s0__cscmax_20_15_5_disrupted,REALM,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n64__s0__cscmax_20_15_8_disrupted,REALM,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n64__s0__cscmax_30_20_6_disrupted,REALM,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n64__s0__cscmax_50_15_8_disrupted,REALM,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n64__s0__rcmax_20_20_4_disrupted,REALM,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n64__s1__cscmax_20_15_5_disrupted,REALM,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n64__s1__cscmax_20_15_8_disrupted,REALM,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n64__s1__cscmax_30_20_6_disrupted,REALM,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n64__s1__cscmax_50_15_8_disrupted,REALM,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n64__s1__rcmax_20_20_4_disrupted,REALM,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n64__s2__cscmax_20_15_5_disrupted,REALM,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n64__s2__cscmax_20_15_8_disrupted,REALM,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n64__s2__cscmax_30_20_6_disrupted,REALM,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n64__s2__cscmax_50_15_8_disrupted,REALM,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n64__s2__rcmax_20_20_4_disrupted,REALM,chain,64,64,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n8__s0__cscmax_20_15_5_disrupted,REALM,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n8__s0__cscmax_20_15_8_disrupted,REALM,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n8__s0__cscmax_30_20_6_disrupted,REALM,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n8__s0__cscmax_50_15_8_disrupted,REALM,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n8__s0__rcmax_20_20_4_disrupted,REALM,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n8__s1__cscmax_20_15_5_disrupted,REALM,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n8__s1__cscmax_20_15_8_disrupted,REALM,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n8__s1__cscmax_30_20_6_disrupted,REALM,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n8__s1__cscmax_50_15_8_disrupted,REALM,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n8__s1__rcmax_20_20_4_disrupted,REALM,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n8__s2__cscmax_20_15_5_disrupted,REALM,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n8__s2__cscmax_20_15_8_disrupted,REALM,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n8__s2__cscmax_30_20_6_disrupted,REALM,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n8__s2__cscmax_50_15_8_disrupted,REALM,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
REALM__chain__n8__s2__rcmax_20_20_4_disrupted,REALM,chain,8,8,1,0,0,1,0,0,0,0,0,0.0
REALM__dynamic_reputation__n128__s0__cscmax_20_15_5_disrupted,REALM,dynamic_reputation,128,184,184,141,138,128,1,0,5,32,5,0.761
REALM__dynamic_reputation__n128__s0__cscmax_20_15_8_disrupted,REALM,dynamic_reputation,128,184,184,141,138,128,1,0,5,32,5,0.761
REALM__dynamic_reputation__n128__s0__cscmax_30_20_6_disrupted,REALM,dynamic_reputation,128,184,184,141,138,128,1,0,5,32,5,0.761
REALM__dynamic_reputation__n128__s0__cscmax_50_15_8_disrupted,REALM,dynamic_reputation,128,184,184,141,138,128,1,0,5,32,5,0.761
REALM__dynamic_reputation__n128__s0__rcmax_20_20_4_disrupted,REALM,dynamic_reputation,128,184,184,141,138,128,1,0,5,32,5,0.761
REALM__dynamic_reputation__n128__s1__cscmax_20_15_5_disrupted,REALM,dynamic_reputation,128,185,185,144,142,128,1,0,5,32,5,0.789
REALM__dynamic_reputation__n128__s1__cscmax_20_15_8_disrupted,REALM,dynamic_reputation,128,185,185,144,142,128,1,0,5,32,5,0.789
REALM__dynamic_reputation__n128__s1__cscmax_30_20_6_disrupted,REALM,dynamic_reputation,128,185,185,144,142,128,1,0,5,32,5,0.789
REALM__dynamic_reputation__n128__s1__cscmax_50_15_8_disrupted,REALM,dynamic_reputation,128,185,185,144,142,128,1,0,5,32,5,0.789
REALM__dynamic_reputation__n128__s1__rcmax_20_20_4_disrupted,REALM,dynamic_reputation,128,185,185,144,142,128,1,0,5,32,5,0.789
REALM__dynamic_reputation__n128__s2__cscmax_20_15_5_disrupted,REALM,dynamic_reputation,128,190,190,152,151,128,1,0,9,32,5,0.837
REALM__dynamic_reputation__n128__s2__cscmax_20_15_8_disrupted,REALM,dynamic_reputation,128,190,190,152,151,128,1,0,9,32,5,0.837
REALM__dynamic_reputation__n128__s2__cscmax_30_20_6_disrupted,REALM,dynamic_reputation,128,190,190,152,151,128,1,0,9,32,5,0.837
REALM__dynamic_reputation__n128__s2__cscmax_50_15_8_disrupted,REALM,dynamic_reputation,128,190,190,152,151,128,1,0,9,32,5,0.837
REALM__dynamic_reputation__n128__s2__rcmax_20_20_4_disrupted,REALM,dynamic_reputation,128,190,190,152,151,128,1,0,9,32,5,0.837
REALM__dynamic_reputation__n16__s0__cscmax_20_15_5_disrupted,REALM,dynamic_reputation,16,44,44,55,46,16,1,0,8,4,5,1.705
REALM__dynamic_reputation__n16__s0__cscmax_20_15_8_disrupted,REALM,dynamic_reputation,16,44,44,55,46,16,1,0,8,4,5,1.705
REALM__dynamic_reputation__n16__s0__cscmax_30_20_6_disrupted,REALM,dynamic_reputation,16,44,44,55,46,16,1,0,8,4,5,1.705
REALM__dynamic_reputation__n16__s0__cscmax_50_15_8_disrupted,REALM,dynamic_reputation,16,44,44,55,46,16,1,0,8,4,5,1.705
REALM__dynamic_reputation__n16__s0__rcmax_20_20_4_disrupted,REALM,dynamic_reputation,16,44,44,55,46,16,1,0,8,4,5,1.705
REALM__dynamic_reputation__n16__s1__cscmax_20_15_5_disrupted,REALM,dynamic_reputation,16,43,43,54,41,16,1,0,10,4,5,1.651
REALM__dynamic_reputation__n16__s1__cscmax_20_15_8_disrupted,REALM,dynamic_reputation,16,43,43,54,41,16,1,0,10,4,5,1.651
REALM__dynamic_reputation__n16__s1__cscmax_30_20_6_disrupted,REALM,dynamic_reputation,16,43,43,54,41,16,1,0,10,4,5,1.651
REALM__dynamic_reputation__n16__s1__cscmax_50_15_8_disrupted,REALM,dynamic_reputation,16,43,43,54,41,16,1,0,10,4,5,1.651
REALM__dynamic_reputation__n16__s1__rcmax_20_20_4_disrupted,REALM,dynamic_reputation,16,43,43,54,41,16,1,0,10,4,5,1.651
REALM__dynamic_reputation__n16__s2__cscmax_20_15_5_disrupted,REALM,dynamic_reputation,16,43,43,53,40,16,1,0,5,4,5,1.628
REALM__dynamic_reputation__n16__s2__cscmax_20_15_8_disrupted,REALM,dynamic_reputation,16,43,43,53,40,16,1,0,5,4,5,1.628
REALM__dynamic_reputation__n16__s2__cscmax_30_20_6_disrupted,REALM,dynamic_reputation,16,43,43,53,40,16,1,0,5,4,5,1.628
REALM__dynamic_reputation__n16__s2__cscmax_50_15_8_disrupted,REALM,dynamic_reputation,16,43,43,53,40,16,1,0,5,4,5,1.628
REALM__dynamic_reputation__n16__s2__rcmax_20_20_4_disrupted,REALM,dynamic_reputation,16,43,43,53,40,16,1,0,5,4,5,1.628
REALM__dynamic_reputation__n32__s0__cscmax_20_15_5_disrupted,REALM,dynamic_reputation,32,70,70,77,66,32,1,0,5,8,5,1.343
REALM__dynamic_reputation__n32__s0__cscmax_20_15_8_disrupted,REALM,dynamic_reputation,32,70,70,77,66,32,1,0,5,8,5,1.343
REALM__dynamic_reputation__n32__s0__cscmax_30_20_6_disrupted,REALM,dynamic_reputation,32,70,70,77,66,32,1,0,5,8,5,1.343
REALM__dynamic_reputation__n32__s0__cscmax_50_15_8_disrupted,REALM,dynamic_reputation,32,70,70,77,66,32,1,0,5,8,5,1.343
REALM__dynamic_reputation__n32__s0__rcmax_20_20_4_disrupted,REALM,dynamic_reputation,32,70,70,77,66,32,1,0,5,8,5,1.343
REALM__dynamic_reputation__n32__s1__cscmax_20_15_5_disrupted,REALM,dynamic_reputation,32,72,72,83,76,32,1,0,6,8,5,1.444
REALM__dynamic_reputation__n32__s1__cscmax_20_15_8_disrupted,REALM,dynamic_reputation,32,72,72,83,76,32,1,0,6,8,5,1.444
REALM__dynamic_reputation__n32__s1__cscmax_30_20_6_disrupted,REALM,dynamic_reputation,32,72,72,83,76,32,1,0,6,8,5,1.444
REALM__dynamic_reputation__n32__s1__cscmax_50_15_8_disrupted,REALM,dynamic_reputation,32,72,72,83,76,32,1,0,6,8,5,1.444
REALM__dynamic_reputation__n32__s1__rcmax_20_20_4_disrupted,REALM,dynamic_reputation,32,72,72,83,76,32,1,0,6,8,5,1.444
REALM__dynamic_reputation__n32__s2__cscmax_20_15_5_disrupted,REALM,dynamic_reputation,32,70,70,82,77,32,1,0,6,8,5,1.457
REALM__dynamic_reputation__n32__s2__cscmax_20_15_8_disrupted,REALM,dynamic_reputation,32,70,70,82,77,32,1,0,6,8,5,1.457
REALM__dynamic_reputation__n32__s2__cscmax_30_20_6_disrupted,REALM,dynamic_reputation,32,70,70,82,77,32,1,0,6,8,5,1.457
REALM__dynamic_reputation__n32__s2__cscmax_50_15_8_disrupted,REALM,dynamic_reputation,32,70,70,82,77,32,1,0,6,8,5,1.457
REALM__dynamic_reputation__n32__s2__rcmax_20_20_4_disrupted,REALM,dynamic_reputation,32,70,70,82,77,32,1,0,6,8,5,1.457
REALM__dynamic_reputation__n64__s0__cscmax_20_15_5_disrupted,REALM,dynamic_reputation,64,116,116,117,115,64,1,0,7,16,5,1.138
REALM__dynamic_reputation__n64__s0__cscmax_20_15_8_disrupted,REALM,dynamic_reputation,64,116,116,117,115,64,1,0,7,16,5,1.138
REALM__dynamic_reputation__n64__s0__cscmax_30_20_6_disrupted,REALM,dynamic_reputation,64,116,116,117,115,64,1,0,7,16,5,1.138
REALM__dynamic_reputation__n64__s0__cscmax_50_15_8_disrupted,REALM,dynamic_reputation,64,116,116,117,115,64,1,0,7,16,5,1.138
REALM__dynamic_reputation__n64__s0__rcmax_20_20_4_disrupted,REALM,dynamic_reputation,64,116,116,117,115,64,1,0,7,16,5,1.138
REALM__dynamic_reputation__n64__s1__cscmax_20_15_5_disrupted,REALM,dynamic_reputation,64,113,113,112,107,64,1,0,8,16,5,1.071
REALM__dynamic_reputation__n64__s1__cscmax_20_15_8_disrupted,REALM,dynamic_reputation,64,113,113,112,107,64,1,0,8,16,5,1.071
REALM__dynamic_reputation__n64__s1__cscmax_30_20_6_disrupted,REALM,dynamic_reputation,64,113,113,112,107,64,1,0,8,16,5,1.071
REALM__dynamic_reputation__n64__s1__cscmax_50_15_8_disrupted,REALM,dynamic_reputation,64,113,113,112,107,64,1,0,8,16,5,1.071
REALM__dynamic_reputation__n64__s1__rcmax_20_20_4_disrupted,REALM,dynamic_reputation,64,113,113,112,107,64,1,0,8,16,5,1.071
REALM__dynamic_reputation__n64__s2__cscmax_20_15_5_disrupted,REALM,dynamic_reputation,64,113,113,112,106,64,1,0,7,16,5,1.088
REALM__dynamic_reputation__n64__s2__cscmax_20_15_8_disrupted,REALM,dynamic_reputation,64,113,113,112,106,64,1,0,7,16,5,1.088
REALM__dynamic_reputation__n64__s2__cscmax_30_20_6_disrupted,REALM,dynamic_reputation,64,113,113,112,106,64,1,0,7,16,5,1.088
REALM__dynamic_reputation__n64__s2__cscmax_50_15_8_disrupted,REALM,dynamic_reputation,64,113,113,112,106,64,1,0,7,16,5,1.088
REALM__dynamic_reputation__n64__s2__rcmax_20_20_4_disrupted,REALM,dynamic_reputation,64,113,113,112,106,64,1,0,7,16,5,1.088
REALM__dynamic_reputation__n8__s0__cscmax_20_15_5_disrupted,REALM,dynamic_reputation,8,41,41,62,35,8,1,0,7,2,5,2.073
REALM__dynamic_reputation__n8__s0__cscmax_20_15_8_disrupted,REALM,dynamic_reputation,8,41,41,62,35,8,1,0,7,2,5,2.073
REALM__dynamic_reputation__n8__s0__cscmax_30_20_6_disrupted,REALM,dynamic_reputation,8,41,41,62,35,8,1,0,7,2,5,2.073
REALM__dynamic_reputation__n8__s0__cscmax_50_15_8_disrupted,REALM,dynamic_reputation,8,41,41,62,35,8,1,0,7,2,5,2.073
REALM__dynamic_reputation__n8__s0__rcmax_20_20_4_disrupted,REALM,dynamic_reputation,8,41,41,62,35,8,1,0,7,2,5,2.073
REALM__dynamic_reputation__n8__s1__cscmax_20_15_5_disrupted,REALM,dynamic_reputation,8,41,41,57,36,8,1,0,9,2,5,2.073
REALM__dynamic_reputation__n8__s1__cscmax_20_15_8_disrupted,REALM,dynamic_reputation,8,41,41,57,36,8,1,0,9,2,5,2.073
REALM__dynamic_reputation__n8__s1__cscmax_30_20_6_disrupted,REALM,dynamic_reputation,8,41,41,57,36,8,1,0,9,2,5,2.073
REALM__dynamic_reputation__n8__s1__cscmax_50_15_8_disrupted,REALM,dynamic_reputation,8,41,41,57,36,8,1,0,9,2,5,2.073
REALM__dynamic_reputation__n8__s1__rcmax_20_20_4_disrupted,REALM,dynamic_reputation,8,41,41,57,36,8,1,0,9,2,5,2.073
REALM__dynamic_reputation__n8__s2__cscmax_20_15_5_disrupted,REALM,dynamic_reputation,8,41,41,65,39,8,1,0,6,2,5,2.073
REALM__dynamic_reputation__n8__s2__cscmax_20_15_8_disrupted,REALM,dynamic_reputation,8,41,41,65,39,8,1,0,6,2,5,2.073
REALM__dynamic_reputation__n8__s2__cscmax_30_20_6_disrupted,REALM,dynamic_reputation,8,41,41,65,39,8,1,0,6,2,5,2.073
REALM__dynamic_reputation__n8__s2__cscmax_50_15_8_disrupted,REALM,dynamic_reputation,8,41,41,65,39,8,1,0,6,2,5,2.073
REALM__dynamic_reputation__n8__s2__rcmax_20_20_4_disrupted,REALM,dynamic_reputation,8,41,41,65,39,8,1,0,6,2,5,2.073
REALM__full_mesh__n128__s0__cscmax_20_15_5_disrupted,REALM,full_mesh,128,161,161,4192,4192,128,1,0,33,128,3,0.317
REALM__full_mesh__n128__s0__cscmax_20_15_8_disrupted,REALM,full_mesh,128,161,161,4192,4192,128,1,0,33,128,3,0.317
REALM__full_mesh__n128__s0__cscmax_30_20_6_disrupted,REALM,full_mesh,128,161,161,4192,4192,128,1,0,33,128,3,0.317
REALM__full_mesh__n128__s0__cscmax_50_15_8_disrupted,REALM,full_mesh,128,161,161,4192,3999,121,1,7,33,128,3,0.331
REALM__full_mesh__n128__s0__rcmax_20_20_4_disrupted,REALM,full_mesh,128,161,161,4192,4192,128,1,0,33,128,3,0.317
REALM__full_mesh__n128__s1__cscmax_20_15_5_disrupted,REALM,full_mesh,128,161,161,4192,4192,128,1,0,33,128,3,0.317
REALM__full_mesh__n128__s1__cscmax_20_15_8_disrupted,REALM,full_mesh,128,161,161,4192,4192,128,1,0,33,128,3,0.317
REALM__full_mesh__n128__s1__cscmax_30_20_6_disrupted,REALM,full_mesh,128,161,161,4192,4159,127,1,1,33,128,3,0.319
REALM__full_mesh__n128__s1__cscmax_50_15_8_disrupted,REALM,full_mesh,128,161,161,4192,4192,128,1,0,33,128,3,0.317
REALM__full_mesh__n128__s1__rcmax_20_20_4_disrupted,REALM,full_mesh,128,161,161,4192,3982,120,1,8,33,128,3,0.333
REALM__full_mesh__n128__s2__cscmax_20_15_5_disrupted,REALM,full_mesh,128,161,161,4192,4192,128,1,0,33,128,3,0.317
REALM__full_mesh__n128__s2__cscmax_20_15_8_disrupted,REALM,full_mesh,128,161,161,4192,4020,121,1,7,33,128,3,0.331
REALM__full_mesh__n128__s2__cscmax_30_20_6_disrupted,REALM,full_mesh,128,161,161,4192,4192,128,1,0,33,128,3,0.317
REALM__full_mesh__n128__s2__cscmax_50_15_8_disrupted,REALM,full_mesh,128,161,161,4192,4192,128,1,0,33,128,3,0.317
REALM__full_mesh__n128__s2__rcmax_20_20_4_disrupted,REALM,full_mesh,128,161,161,4192,4192,128,1,0,33,128,3,0.317
REALM__full_mesh__n16__s0__cscmax_20_15_5_disrupted,REALM,full_mesh,16,37,37,316,153,4,1,12,21,16,3,1.32
REALM__full_mesh__n16__s0__cscmax_20_15_8_disrupted,REALM,full_mesh,16,37,37,316,194,11,1,5,21,16,3,1.031
REALM__full_mesh__n16__s0__cscmax_30_20_6_disrupted,REALM,full_mesh,16,37,37,316,211,16,1,0,21,16,3,0.892
REALM__full_mesh__n16__s0__cscmax_50_15_8_disrupted,REALM,full_mesh,16,37,37,316,211,16,1,0,21,16,3,0.892
REALM__full_mesh__n16__s0__rcmax_20_20_4_disrupted,REALM,full_mesh,16,37,37,316,211,16,1,0,21,16,3,0.892
REALM__full_mesh__n16__s1__cscmax_20_15_5_disrupted,REALM,full_mesh,16,37,37,316,142,3,1,13,21,16,3,1.375
REALM__full_mesh__n16__s1__cscmax_20_15_8_disrupted,REALM,full_mesh,16,37,37,316,211,16,1,0,21,16,3,0.892
REALM__full_mesh__n16__s1__cscmax_30_20_6_disrupted,REALM,full_mesh,16,37,37,316,211,16,1,0,21,16,3,0.892
REALM__full_mesh__n16__s1__cscmax_50_15_8_disrupted,REALM,full_mesh,16,37,37,316,211,16,1,0,21,16,3,0.892
REALM__full_mesh__n16__s1__rcmax_20_20_4_disrupted,REALM,full_mesh,16,37,37,316,211,16,1,0,21,16,3,0.892
REALM__full_mesh__n16__s2__cscmax_20_15_5_disrupted,REALM,full_mesh,16,37,37,316,211,16,1,0,21,16,3,0.892
REALM__full_mesh__n16__s2__cscmax_20_15_8_disrupted,REALM,full_mesh,16,37,37,316,197,15,1,1,21,16,3,0.917
REALM__full_mesh__n16__s2__cscmax_30_20_6_disrupted,REALM,full_mesh,16,37,37,316,211,16,1,0,21,16,3,0.892
REALM__full_mesh__n16__s2__cscmax_50_15_8_disrupted,REALM,full_mesh,16,37,37,316,211,16,1,0,21,16,3,0.892
REALM__full_mesh__n16__s2__rcmax_20_20_4_disrupted,REALM,full_mesh,16,37,37,316,211,16,1,0,21,16,3,0.892
REALM__full_mesh__n32__s0__cscmax_20_15_5_disrupted,REALM,full_mesh,32,57,57,776,395,17,1,15,25,32,3,0.929
REALM__full_mesh__n32__s0__cscmax_20_15_8_disrupted,REALM,full_mesh,32,57,56,776,403,16,1,15,25,32,3,0.951
REALM__full_mesh__n32__s0__cscmax_30_20_6_disrupted,REALM,full_mesh,32,57,57,776,587,31,1,1,25,32,3,0.696
REALM__full_mesh__n32__s0__cscmax_50_15_8_disrupted,REALM,full_mesh,32,57,57,776,590,32,1,0,25,32,3,0.684
REALM__full_mesh__n32__s0__rcmax_20_20_4_disrupted,REALM,full_mesh,32,57,57,776,590,32,1,0,25,32,3,0.684
REALM__full_mesh__n32__s1__cscmax_20_15_5_disrupted,REALM,full_mesh,32,57,56,776,590,31,1,0,25,32,3,0.696
